ad_url;price;size_room;size_wg;area;street_address;full_address;lat_lng
"<a href=""/wg-zimmer-in-Berlin-Pankow.8360127.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/6fb0c746fe681b62cb943effc0d4c3d4a95b894e4de685a1feb5e5ad999f48c0_IMG_9943.small.jpg)";550;10.0;3;Pankow;damerostrasse;damerostrasse Pankow Berlin;(51.4934652, 11.9371727)
"<a href=""/wg-zimmer-in-Berlin-Berlin.8142598.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/29/bf480ff09cc9f7ef59a39a9aee884bb90357eeb3cf426699cb646644ec566295_cbcb513151275270_img_3449.large.small.jpg)";750;45.0;2;;Seestrasse37;;(52.5487607, 13.3503069)
"<a href=""/wg-zimmer-in-Berlin-Zehlendorf.8373572.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/be4f153d5d5e63a645a3addac3f602a766cb7cb02dcda04b6a654e3b182a0ca4_WhatsApp_Image_2020_05_30_at_11.38.28__3_.small.jpeg)";350;19.0;2;Zehlendorf;LupsteinerWeg,17;LupsteinerWeg,17 Zehlendorf Berlin;(52.4098754, 13.2533873)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain-Kreuzberg.8373622.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/f72804e551e62c2494717e4bd49169eb02b2157285991831294817d2a2d8af51_1C7900A5_B5DE_4611_B428_97EC6FAC2075.small.jpeg)";425;17.0;2;Friedrichshain-Kreuzberg;Wedekindstrasse10;Wedekindstrasse10 Friedrichshain-Kreuzberg Berlin;(52.51211, 13.44437)
"<a href=""/wg-zimmer-in-Berlin-Mitte.5380584.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/69d0140dd71d1ac4142e28f0806021c5932c679ceebd064d726032027003efd9_20200722_113156.small.jpg)";660;20.0;2;Mitte;Weinbergsweg;Weinbergsweg Mitte Berlin;(52.5316176, 13.4028339)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.6790587.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/17/8758ad48d74fa5dcf9c91a252ef01fa40f9354e6709a9b7be15d1424809013f1_20200427_173544.small.jpg)";29;13.0;2;PrenzlauerBerg;BeimKollwitzplatz;BeimKollwitzplatz PrenzlauerBerg Berlin;(52.5363177, 13.4169339)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln-Sud.8365284.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png)";400;14.0;3;NeukoellnSued;Laubsaengerweg;Laubsaengerweg NeukoellnSued Berlin;(53.5992266, 9.8891814)
"<a href=""/wg-zimmer-in-Berlin-Moabit.8311192.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/40/d0d4ad61de3f82c152f2a983d2d65bb444a542e81045729c71ebec3a01d236f4_amstel_twin_room_budget.small.jpg)";450;10.0;17;Moabit;Waldenserstr.31;Waldenserstr.31 Moabit Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8349888.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/43/e15a2f3b4e2484f82618d42b991f440cf0cb826a25ffd654cd976214e3b41ec6_1_Top_1_Jaja.small.jpg)";850;40.0;2;Neukoelln;Willi-Saenger-Str.;Willi-Saenger-Str. Neukoelln Berlin;(52.47761999999999, 13.4847198)
"<a href=""/wg-zimmer-in-Berlin-Charlottenburg.7161627.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/07/d037a0c5e73155cdc3c44ef9c001accbcec4260142fd9b6dd2a9d6881d5cf37d_Foto_14.02.19__14_26_26.small.jpg)";600;16.0;2;Charlottenburg;Sophie-Charlottenstrasse105e;Sophie-Charlottenstrasse105e Charlottenburg Berlin;(52.5196346, 13.2867148)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.8365857.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/8a3206fd3f544cb7e3803ee36ae8db9d09ba6df4e0c1553fb74e40f5247428d6_014.small.jpg)";400;12.0;4;Kreuzberg;naeheMehringdamm;naeheMehringdamm Kreuzberg Berlin;(52.4946561, 13.3889567)
"<a href=""/wg-zimmer-in-Berlin-Biesdorf.4153101.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/41/8bdf38e60571a36cefaa7dad3803b7ab31dde8bb5fe91f6e8a31f404550e6ce9_PA185793.small.JPG)";550;13.0;4;Biesdorf;Wettersternweg18;Wettersternweg18 Biesdorf Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Wedding.8337045.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/42/b95524cc692530af94684ee7b7cd132834e218b2b2d706b3e2a92f2727223049_photo_2020_10_21_20_36_20.small.jpg)";323;13.0;9;Wedding;ReinickendorferStr.92;ReinickendorferStr.92 Wedding Berlin;(52.5487, 13.36858)
"<a href=""/wg-zimmer-in-Berlin-Tiergarten.4630833.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2014/33/605f288b46308330_zimmer_2.sized.jpg)";535;18.0;3;Tiergarten;Luetzowstrasse;Luetzowstrasse Tiergarten Berlin;(52.50370410000001, 13.3623797)
"<a href=""/wg-zimmer-in-Berlin-schoenefeld.6629540.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/19/bb056721d9716e666e63bdeec1ce8cff6b7e13a38fb4663068ac8db56aa856b8_20180428_144535.small.jpg)";750;60.0;2;schoenefeld;BertoltBrechtAllee41;BertoltBrechtAllee41 schoenefeld Berlin;(52.3947338, 13.4993407)
"<a href=""/wg-zimmer-in-Berlin-Mitte.7826249.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/05/9651545491109017a1dac326fb6d6932d02e25bf0d1fcb940d76c15c7e582a68_photo_2017_01_08_16_53_05.small.jpg)";440;18.0;2;Mitte;Fischerinsel2;Fischerinsel2 Mitte Berlin;(52.51412, 13.40856)
"<a href=""/wg-zimmer-in-Berlin-Steglitz.2629247.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2014/19/24a3fbb826292470_p1100124.sized.jpg)";605;24.0;2;Steglitz;SteglitzerDamm49c;SteglitzerDamm49c Steglitz Berlin;(52.45055, 13.34432)
"<a href=""/wg-zimmer-in-Berlin-Berlin.8372969.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/aa854ef266fc0793af4460855e53716cf89cfa08112dbcc609e1c42afc7979c4_IMG_20201021_135538.small.jpg)";400;18.0;2;;Koloniestr.69;;(52.5663759, 13.384963)
"<a href=""/wg-zimmer-in-Berlin-Gesundbrunnen.7920534.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/12/73124d891c71f3984686d271d96cf1cfef35092fc7eda30f5d81d10a834c7094_E07F8F5E_068C_4FE7_B56D_551B1CB3BBCE.small.jpeg)";450;17.0;6;Gesundbrunnen;Koloniestr.78;Koloniestr.78 Gesundbrunnen Berlin;(51.4223271, 6.780310999999999)
"<a href=""/wg-zimmer-in-Berlin-Adlershof.8368971.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/3cb3633f6544e6de122ec9e90a370d9fa3dc6115d809cc890aa5b63b54de49b0_IMG_0828.small.jpeg)";550;26.0;2;Adlershof;Waldstrasse;Waldstrasse Adlershof Berlin;(51.3932106, 7.1917963)
"<a href=""/wg-zimmer-in-Berlin-Niederschoeneweide.7480334.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/31/9e327a80e715aec3d4c357230b66ce438359e48a1f640ec4b674bcce71f9def0_Screenshot_20180928_125859.small.png)";450;14.0;7;Niederschoeneweide;Oberspreestr;Oberspreestr Niederschoeneweide Berlin;(52.4484407, 13.5507367)
"<a href=""/wg-zimmer-in-Berlin-Adlershof.8362329.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/bfecfae9ac64813b7994e46b9c4d3dbd8f1f2c98dc48ac2ce88501b379edcdd8_IMG_0745.small.jpg)";380;17.0;3;Adlershof;Waldstrasse;Waldstrasse Adlershof Berlin;(51.3932106, 7.1917963)
"<a href=""/wg-zimmer-in-Berlin-Schoeneberg.4935342.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2018/43/470c8b8ad46ef7a04aab14731ae6d7051cd8c390a4248bf7edd2276f79f3bcbb_FB548451_1752_4BCA_8AD0_B5D06F816AAD.small.jpeg)";325;20.0;2;Schoeneberg;BelzigerStr.68;BelzigerStr.68 Schoeneberg Berlin;(52.48519, 13.34654)
"<a href=""/wg-zimmer-in-Berlin-Charlottenburg.2681053.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/19/41be1cb6db75109d59a5fa6b51f975d1bc1291eff9a9829546a86972f6517da7_Fenster_Bett_G_stezimmer.small.jpg)";480;18.0;2;Charlottenburg;Horstweg;Horstweg Charlottenburg Berlin;(54.9070019, 8.31874)
"<a href=""/wg-zimmer-in-Berlin-Wilmersdorf-Schoeneberg.5171168.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/11/9be2ceaf3cc02f81cda9d2285d61dd0af737a5f11a7f6ee98c01ddd9d825e5fe_P1160748.small.JPG)";380;11.0;3;Wilmersdorf/Schoeneberg;PfalzburgerStrasse43;PfalzburgerStrasse43 Wilmersdorf/Schoeneberg Berlin;(52.48952, 13.32207)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.7969229.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/17/0f45af2fe1c439350ca57c57bb89adaa9ae00c2bda11cb241ba2a487a9bfc9d0_IMG_1577.small.jpg)";500;22.0;3;Kreuzberg;Mehringdamm;Mehringdamm Kreuzberg Berlin;(52.49135709999999, 13.38703)
"<a href=""/wg-zimmer-in-Berlin-Moabit.2253128.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2017/26/7499feec22531280_k_zimmer_2.small.jpg)";270;12.0;3;Moabit;LuebeckerStrasse;LuebeckerStrasse Moabit Berlin;(52.1571313, 11.6363338)
"<a href=""/wg-zimmer-in-Berlin-Tempelhof.8373524.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/f388ef30ba9abe99272972c4882b16028eb9cac86375ff1cdb20b3e6c5977ef9_16051794030434394329.small.JPEG)";500;14.0;3;Tempelhof;Ringbahnstrasse68;Ringbahnstrasse68 Tempelhof Berlin;(52.4687293, 13.3867402)
"<a href=""/wg-zimmer-in-Berlin-Dahlem.4044959.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/24/e29615da58347ec281024c843606deea76c043f8b190cb19eeca2314f178cc7d_Thuringia_150_Jahre_Feier_Fotograf_Tobias_Bechtle_1070.small.jpg)";295;20.0;6;Dahlem;Schwendenerstr.;Schwendenerstr. Dahlem Berlin;(52.4525417, 13.2942001)
"<a href=""/wg-zimmer-in-Berlin-Staaken.7809989.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/257cfefed3de21b4b3ee35378bf39d426166edc8a2b7ff13d6ffcbd31e7dd51b_1.small.jpg)";420;17.0;5;Staaken;Georg-Schroeder-Str.,3A;Georg-Schroeder-Str.,3A Staaken Berlin;(52.5476, 13.14159)
"<a href=""/wg-zimmer-in-Berlin-Moabit.8373181.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/2c130930bc6b2902bff2756a02975052e0b569d7d258a7fafe0ffd9fc2ab4aba_160517347597897950943.small.JPEG)";550;14.0;2;Moabit;LehrterStr.52;LehrterStr.52 Moabit Berlin;(52.534615, 13.3584345)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.8365726.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/ad73555b334e3382ee5fd6cd89df60cd4c5ff05997440c4d2d998656fec44002_160477250539939995704.small.JPEG)";590;19.0;5;Kreuzberg;Graefekiez;Graefekiez Kreuzberg Berlin;(52.4916955, 13.4167273)
"<a href=""/wg-zimmer-in-Berlin-Spandau.6879440.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2018/34/276f70a26c5c315e5d9211a94422be013a6f8a79d97e32bdf89aabb6f6433e70_photo_2018_08_21_18_47_16.small.jpg)";400;11.0;8;Spandau;BrunsbuettelerDamm266;BrunsbuettelerDamm266 Spandau Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Spandau.7123515.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/05/edd26c83c7797b34cf6d67cc3c83e1557ae218eb45499131d29df13e5901c788_Room_1.small.jpg)";410;11.0;5;Spandau;BrunsbuettelerDamm266;BrunsbuettelerDamm266 Spandau Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Mitte.8286145.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/38/479062a9ae28297ca0cd6c4e5329f9d4d5f33584afe47161652de915e309edac_Heimleitung.small.jpg)";500;14.0;17;Mitte;SchwedterStrasse7;SchwedterStrasse7 Mitte Berlin;(52.5334556, 13.4106831)
"<a href=""/wg-zimmer-in-Berlin-Steglitz.8371544.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/3e8e62f0bb1050cb64c356ab819e49ffc529b4165917149d287536ba7e3704b8_IMG_20201111_212351.small.jpg)";550;25.0;3;Steglitz;Heinrich-Seidel-Strasse;Heinrich-Seidel-Strasse Steglitz Berlin;(52.449426, 13.3440097)
"<a href=""/wg-zimmer-in-Berlin-Mitte.3377659.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2018/07/0a98007533776590_zi1.small.jpg)";550;27.0;3;Mitte;Engeldamm;Engeldamm Mitte Berlin;(52.5070235, 13.4273051)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.8268250.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/37/5197fbd61563390ffee6976c110fa5ef24c88d92c52e30ed8180c93f1b067854_160051979524924969288.small.JPEG)";290;18.0;3;Kreuzberg;Bluecherstrasse14,10961;Bluecherstrasse14,10961 Kreuzberg Berlin;(52.49533, 13.39699)
"<a href=""/wg-zimmer-in-Berlin-Mitte.8369636.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/706d0c2efa3a6389bc6ef11d4b944ddbf5a7dd5ff88f164f5f534bcd1b5004a0_160495621588688656224.small.JPEG)";450;18.0;4;Mitte;Voltastr.18b;Voltastr.18b Mitte Berlin;(47.3778346, 8.5552548)
"<a href=""/wg-zimmer-in-Berlin-Lichtenberg.8373475.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png)";280;18.0;3;Lichtenberg;Sewenstrasse15;Sewenstrasse15 Lichtenberg Berlin;(52.50002, 13.49906)
"<a href=""/wg-zimmer-in-Berlin-Moabit.7927169.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/20/640822633c6d917802db25216bea542a2fafbe5e53aa6b5799fa6567e0b719b1_7b590989b6fafbfc3bbea2abdfc003a635e41ca5d9c7c522e15e9833727e7c59_Foto_15.01.19__11_59_09.sized.small.jpg)";335;22.0;4;Moabit;Alt-Moabit;Alt-Moabit Moabit Berlin;(52.5247215, 13.3481921)
"<a href=""/wg-zimmer-in-Berlin-Charlottenburg.8350868.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/a7bc72476aef46126e15c7d0f14282412cea851bfb04753242fb68b4539a3555_Wohnung1.small.jpg)";535;16.0;4;Charlottenburg;Otto-Suhr-Allee145;Otto-Suhr-Allee145 Charlottenburg Berlin;(52.5191848, 13.300125)
"<a href=""/wg-zimmer-in-Berlin-Charlottenburg.8148122.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/30/551732be0e40db776d90f5a67c18b2a861996a071aa36c964cd49c48481047cb_DSC00974.small.jpg)";550;16.0;17;Charlottenburg;Cordesstr.;Cordesstr. Charlottenburg Berlin;(52.4972199, 13.2728119)
"<a href=""/wg-zimmer-in-Berlin-Wedding.8325493.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/41/8a822cdd8ad3217bc5b89bb5276e8da82f942d3ca74f4c28021041f950845d58_Nazarethkirchstrasse_51__A.13___4.2.small.jpg)";550;10.0;4;Wedding;Nazarethkirchstrasse51;Nazarethkirchstrasse51 Wedding Berlin;(52.5475861, 13.3587374)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.8364170.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/c57ed18046e1606fce59ab88c1d28d214a7988c5845e4c77aea585be16558ef0_20190525_080830.small.jpg)";618;23.0;2;Kreuzberg;MittenwalderStr.;MittenwalderStr. Kreuzberg Berlin;(52.493038, 13.3969219)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.8373074.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/a44eb7514cd4923888af7c9f3cae1f18a61579e81de8b4f817390850efce3cc7_ea31c4a7_8751_4a57_a307_ca1c0191ea92.small.JPG)";450;30.0;2;Kreuzberg;Urbanstrasse170;Urbanstrasse170 Kreuzberg Berlin;(52.4938249, 13.405279)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.8368552.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/a316cf0d2d2c674a40f077d68d5a40c42482fcc1d485a85ad9ab717300309066_WhatsApp_Image_2020_11_09_at_16.16.22_2.small.jpeg)";310;24.0;6;Friedrichshain;Petersburgerstr.29;Petersburgerstr.29 Friedrichshain Berlin;(52.52397999999999, 13.44997)
"<a href=""/wg-zimmer-in-Berlin-Charlottenburg.8373456.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/d21d56dc9a0be5285664a5df4bbcee584d44a3f03ab86153bd3bda85b9454dbb_2_Mar_Zimmer_1a.small.jpg)";400;22.0;4;Charlottenburg;spaeter;spaeter Charlottenburg Berlin;(None, None)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.8373143.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/03338949b53f6a2c3ad77fa577f1168449d8e7af188f97d33cf3911e3221a726_Bildschirmfoto_2020_11_12_um_01.00.07.small.png)";220;17.0;4;Friedrichshain;Lenbachstrasse;Lenbachstrasse Friedrichshain Berlin;(52.5061518, 13.4675597)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.8333536.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/c921b1acf1a64acabd0b837ac0ce2ab02889e3d6a7b284e5601e562faefdb428_IMG_8812.small.jpg)";345;18.0;2;Kreuzberg;Waldemarstrasse29;Waldemarstrasse29 Kreuzberg Berlin;(52.5039419, 13.41887)
"<a href=""/wg-zimmer-in-Berlin-Charlottenburg.8301594.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/42/f602714c8079d725925e75d21e02a5c76b2977bd37567a21db4b682a2441bba6_160338888159659754291.small.JPEG)";780;27.0;3;Charlottenburg;Kantstrasse;Kantstrasse Charlottenburg Berlin;(52.506182, 13.3148746)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.8366769.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/5bd2ca5ed1ae49adcef6f7a09dcbf26f5e885a4e61d585fabaac681b20574c85_160484300331431464216.small.JPEG)";330;8.0;4;PrenzlauerBerg;Ella-Kay-Strasse;Ella-Kay-Strasse PrenzlauerBerg Berlin;(52.5396631, 13.4309261)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.5096241.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/d72ad1e6c049038f9773e26c9751b541ac32d297a5f551246be62a6e397c0c7f_463039E5_9E6E_43A3_9D98_274E29CFA5A7.small.jpeg)";465;25.0;4;Neukoelln;Kranoldstrasse;Kranoldstrasse Neukoelln Berlin;(52.4659735, 13.4345647)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.7433552.html"" style=""background-image: url(https://www.wg-gesucht.de/img/placeholder/dummy_small.png)";420;18.0;2;Kreuzberg;Tempelherrenstrasse;Tempelherrenstrasse Kreuzberg Berlin;(52.4954623, 13.4012954)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.7319916.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/1eb8133e7b6534e53619b29177bcaa3e3bd9bb95f40a17a16879873a61912d49_IMG_4413.small.jpg)";580;19.0;4;PrenzlauerBerg;GreifswalderStr.;GreifswalderStr. PrenzlauerBerg Berlin;(52.5381857, 13.4355999)
"<a href=""/wg-zimmer-in-Berlin-Lichtenberg.8373298.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/e8966eaf8da95290924df41c47c330e137abb73a9a089f886639c2099765c640_IMG_3237.small.jpeg)";330;14.0;2;Lichtenberg;Hagenstrasse;Hagenstrasse Lichtenberg Berlin;(52.382469, 9.7357713)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.6074750.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2017/15/d3b0832260747500_img_20170412_wa0003.small.jpeg)";440;18.0;2;Neukoelln;Friedelstrasse;Friedelstrasse Neukoelln Berlin;(52.49019699999999, 13.4276002)
"<a href=""/wg-zimmer-in-Berlin-Berlin.8373398.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/7525191f58438cad9838b3c33ee63bcde9e77ef86fd4c502fd7fbf0b2cf80f85_1.small.jpg)";500;18.0;3;;Karl-Heinrich-Ulrichs-Str...;;(52.5018226, 13.3533284)
"<a href=""/wg-zimmer-in-Berlin-Schoeneberg.8245564.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/36/f3d9b788d814786c8f5879bddf7419c441ffb3fa0b884ea43957ba64c6ed184f_22788898_10214655827654607_1178955605490894721_n.small.jpg)";500;24.0;2;Schoeneberg;Motzstrasse;Motzstrasse Schoeneberg Berlin;(52.4963407, 13.3437017)
"<a href=""/wg-zimmer-in-Berlin-Tiergarten.4069504.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2014/03/a6a291e840695040_room_1_picture_1.sized.jpg)";510;14.0;3;Tiergarten;Luetzowstrasse;Luetzowstrasse Tiergarten Berlin;(52.50370410000001, 13.3623797)
"<a href=""/wg-zimmer-in-Berlin-Friedrichshain.7616369.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/39/084e8285df3fbe10ec8f9664c7d2df9bcf728a921c2b35d526def46c36ab2c37_IMG_0128.small.JPG)";645;13.0;2;Friedrichshain;WarschauerStrasse;WarschauerStrasse Friedrichshain Berlin;(52.5091482, 13.4508508)
"<a href=""/wg-zimmer-in-Berlin-Wilmersdorf.5580988.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2018/04/5a580cd555809880_img_0187.small.jpg)";735;26.0;4;Wilmersdorf;BrandenburgischeStrasse;BrandenburgischeStrasse Wilmersdorf Berlin;(52.49229080000001, 13.3117187)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.8373363.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/cfcdf5cb66e8b693c19527b208ee469c706a8a068823ddfc2e023f5744024839_FT100170.small.jpg)";400;16.0;3;PrenzlauerBerg;PrenzlauerAllee136;PrenzlauerAllee136 PrenzlauerBerg Berlin;(52.551088, 13.4296324)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.7472660.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2019/49/458a53b429d74ee79884887d4054907da5232ae59d1ee0151316d1ed0df5cdad_IMG_1947.small.JPG)";495;28.0;2;Neukoelln;Donaustrasse;Donaustrasse Neukoelln Berlin;(52.4812515, 13.4377924)
"<a href=""/wg-zimmer-in-Berlin-Tempelhof-Schoeneberg.8238232.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/36/ecb58cf2e4fcad6c0c1199675c1a7d1a3c0d2bc05c8285787de331d364327662_01_Room3_P1.small.jpg)";650;18.0;6;Tempelhof-Schoeneberg;Rembrandtstrasse16;Rembrandtstrasse16 Tempelhof-Schoeneberg Berlin;(48.221462, 16.3716172)
"<a href=""/wg-zimmer-in-Berlin-Tempelhof-Schoeneberg.8346818.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/43/2ae453891d2c88321055cff13afc5f6f0097ad3129e35f83110673c8059e73e3_IMG_1091.small.JPG)";499;25.0;3;Tempelhof-Schoeneberg;TempelhoferDamm204;TempelhoferDamm204 Tempelhof-Schoeneberg Berlin;(52.457973, 13.3838966)
"<a href=""/wg-zimmer-in-Berlin-Berlin.8353216.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/43/188978b19a4f582045d145f431d358ce97dec79b860871dd3ebc14fd1c77e7c7_118288625_617752195602071_1806200625733813381_n.small.jpg)";750;28.0;2;;110,Sonnenallee;;(52.4813169, 13.4403429)
"<a href=""/wg-zimmer-in-Berlin-Berlin-Rohrdamm.8370100.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/66351a6c8689919f987e8795d24dfdab8d796dcc5f4e40b8a448b81b9f429331_IMG_20201110_WA0005.small.jpg)";650;25.0;2;Rohrdamm;Rohrdamm55;Rohrdamm55 Rohrdamm Berlin;(52.54723, 13.2613899)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.8365618.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/44/966d026e31dab2e054642b5c362ae4cf3ce6093b01c6e30a8e08ab3eddca44c2_IMG_5050.small.JPG)";450;25.0;3;PrenzlauerBerg;WisbyerStr.59;WisbyerStr.59 PrenzlauerBerg Berlin;(52.55353969999999, 13.4205231)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.5256581.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2016/35/235b0f6952565810_image.small.jpg)";550;27.0;2;Neukoelln;EmserStr.18;EmserStr.18 Neukoelln Berlin;(52.46941, 13.4366)
"<a href=""/wg-zimmer-in-Berlin-Kreuzberg.8281975.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/38/ffa5b4ca47320987575de0b30068b432ec1647bbc377e96efa16963e10dba3f9_044.small.jpg)";520;22.0;3;Kreuzberg;NaeheBergmannstrasse;NaeheBergmannstrasse Kreuzberg Berlin;(52.488949, 13.3959907)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8354352.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/313771011f751f1f98afbd44c4b0745573fc807613fad48f59e3f103993b956b_Zimmer1.small.jpeg)";600;20.0;2;Neukoelln;Elbestrasse6;Elbestrasse6 Neukoelln Berlin;(50.1070542, 8.6697359)
"<a href=""/wg-zimmer-in-Berlin-Neukoelln.8368602.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/99ebeb5989785c5dd5e3c1f58d00044956843845abd03223de88e21893439b33_1.small.JPG)";520;18.0;2;Neukoelln;Saalestr;Saalestr Neukoelln Berlin;(52.4706749, 13.4497283)
"<a href=""/wg-zimmer-in-Berlin-Lichtenberg.8373374.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/2e9f97c3e93083fc972c1d45c25abe5d05a9020b04e357dedd335956546a1d53_06FAC4D8_5782_4CFE_8FCA_D886C3A3220D.small.jpeg)";550;19.0;3;Lichtenberg;Elli-Voigt-Strasse;Elli-Voigt-Strasse Lichtenberg Berlin;(52.5293005, 13.4839883)
"<a href=""/wg-zimmer-in-Berlin-Prenzlauer-Berg.8372724.html"" style=""background-image: url(https://img.wg-gesucht.de/media/up/2020/45/ad9e4769ee07c2f7882130f94a5cb6b5c431dabafaf2eada45835089221dde3e_IMG_2794.small.jpg)";550;26.0;2;PrenzlauerBerg;Grellstr.58;Grellstr.58 PrenzlauerBerg Berlin;(52.5436461, 13.4334178)
